UniProtID	GO_ID	GO_Name	GO_Aspect
A0A2K3DUT6	GO:0140855	histone H3S57 kinase activity	molecular_function
A0A2K3DUT6	GO:0140857	histone H3T45 kinase activity	molecular_function
A0A2K3DUF4	GO:0008477	purine nucleosidase activity	molecular_function
A0A2K3DUF4	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
A0A2K3DUF4	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	molecular_function
A0A2K3DUF4	GO:0008477	purine nucleosidase activity	molecular_function
A0A2K3DUF4	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
A0A2K3DUF4	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	molecular_function
A8ISZ1	GO:0003746	translation elongation factor activity	molecular_function
A8ISZ1	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DTU7	GO:0003843	1,3-beta-D-glucan synthase activity	molecular_function
A0A2K3DTU7	GO:0046527	glucosyltransferase activity	molecular_function
A2I2U7	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CNA8	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	molecular_function
A0A2K3CNB1	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	molecular_function
A0A2K3CNB9	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	molecular_function
A0A2K3CN96	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	molecular_function
A0A2K3D4G3	GO:0004408	holocytochrome-c synthase activity	molecular_function
A0A2K3D4G3	GO:0016829	lyase activity	molecular_function
A0A2K3D3A1	GO:0004879	nuclear receptor activity	molecular_function
A0A2K3D435	GO:0004176	ATP-dependent peptidase activity	molecular_function
A0A2K3D435	GO:0004176	ATP-dependent peptidase activity	molecular_function
A0A2K3D435	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3D435	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3D435	GO:0008236	serine-type peptidase activity	molecular_function
A0A2K3D3I2	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D3I2	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
A8IJY1	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function
A8IJY1	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function
A0A2K3D6R3	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3D6R3	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3D6R6	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3D4L9	GO:0004386	helicase activity	molecular_function
A0A2K3D4L9	GO:0004518	nuclease activity	molecular_function
A0A2K3D4L9	GO:0009378	four-way junction helicase activity	molecular_function
A0A2K3D4L9	GO:0017108	5'-flap endonuclease activity	molecular_function
A0A2K3D4L9	GO:0017116	single-stranded DNA helicase activity	molecular_function
A0A2K3D4L9	GO:0036121	double-stranded DNA helicase activity	molecular_function
A0A2K3D4L9	GO:0061749	forked DNA-dependent helicase activity	molecular_function
A0A2K3D4L9	GO:1990518	single-stranded 3'-5' DNA helicase activity	molecular_function
A0A2K3D3L3	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
A0A2K3D3L3	GO:0042973	glucan endo-1,3-beta-D-glucosidase activity	molecular_function
A0A2K3D3L3	GO:0052861	endo-1,3(4)-beta-glucanase activity	molecular_function
A0A2K3D6S9	GO:0003724	RNA helicase activity	molecular_function
A0A2K3D6S9	GO:0004386	helicase activity	molecular_function
A0A2K3D6S9	GO:0032574	5'-3' RNA helicase activity	molecular_function
A0A2K3D4G0	GO:0004408	holocytochrome-c synthase activity	molecular_function
A0A2K3D4G0	GO:0016829	lyase activity	molecular_function
A8ILA3	GO:0003924	GTPase activity	molecular_function
A8IKQ6	GO:0016851	magnesium chelatase activity	molecular_function
A8IKQ6	GO:0016874	ligase activity	molecular_function
A8IKQ6	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3D6F4	GO:0005085	guanyl-nucleotide exchange factor activity	molecular_function
A0A2K3D6F4	GO:0005085	guanyl-nucleotide exchange factor activity	molecular_function
A0A2K3D722	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3D722	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3D5H9	GO:0004672	protein kinase activity	molecular_function
A0A2K3D5H9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D3V1	GO:0004672	protein kinase activity	molecular_function
A0A2K3D3V1	GO:0004672	protein kinase activity	molecular_function
A0A2K3D3V1	GO:0004672	protein kinase activity	molecular_function
A0A2K3D3V1	GO:0004672	protein kinase activity	molecular_function
A0A2K3D4D0	GO:0004672	protein kinase activity	molecular_function
A0A2K3D4D0	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D3J3	GO:0015109	chromate transmembrane transporter activity	molecular_function
A0A2K3D1T4	GO:0140663	ATP-dependent FeS chaperone activity	molecular_function
A0A2K3D5Q6	GO:0000014	single-stranded DNA endodeoxyribonuclease activity	molecular_function
A0A2K3D5Q6	GO:0004519	endonuclease activity	molecular_function
A0A2K3D702	GO:0004386	helicase activity	molecular_function
A0A2K3D702	GO:0009378	four-way junction helicase activity	molecular_function
A0A2K3D702	GO:0036121	double-stranded DNA helicase activity	molecular_function
A0A2K3D702	GO:0061749	forked DNA-dependent helicase activity	molecular_function
A0A2K3D702	GO:1990518	single-stranded 3'-5' DNA helicase activity	molecular_function
A0A2K3D2M3	GO:0004197	cysteine-type endopeptidase activity	molecular_function
A0A2K3D2M3	GO:0008234	cysteine-type peptidase activity	molecular_function
A0A2K3D2M3	GO:0019786	protein-phosphatidylethanolamide deconjugating activity	molecular_function
A0A2K3D2M3	GO:0019786	protein-phosphatidylethanolamide deconjugating activity	molecular_function
A8J691	GO:0004672	protein kinase activity	molecular_function
A8J691	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8IYQ3	GO:0004672	protein kinase activity	molecular_function
A0A2K3D1Y1	GO:0004888	transmembrane signaling receptor activity	molecular_function
A8JGJ6	GO:0008168	methyltransferase activity	molecular_function
A8JGJ6	GO:0046406	magnesium protoporphyrin IX methyltransferase activity	molecular_function
A8IKV5	GO:0004659	prenyltransferase activity	molecular_function
A8IKV5	GO:0004659	prenyltransferase activity	molecular_function
A8IKV5	GO:0016740	transferase activity	molecular_function
A8IJH7	GO:0022857	transmembrane transporter activity	molecular_function
A8IJK6	GO:0016279	protein-lysine N-methyltransferase activity	molecular_function
A8IY04	GO:0010308	acireductone dioxygenase (Ni2+-requiring) activity	molecular_function
A8IY04	GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	molecular_function
A8IY04	GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	molecular_function
A8IY04	GO:0051213	dioxygenase activity	molecular_function
A0A2K3D415	GO:0061608	nuclear import signal receptor activity	molecular_function
A0A2K3D2Z9	GO:0003847	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function
A0A2K3D2Z9	GO:0003847	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular_function
A0A2K3D2Z9	GO:0016787	hydrolase activity	molecular_function
A0A2K3D3Y8	GO:0003746	translation elongation factor activity	molecular_function
A8J637	GO:0003746	translation elongation factor activity	molecular_function
A8J637	GO:0003746	translation elongation factor activity	molecular_function
A8J637	GO:0003746	translation elongation factor activity	molecular_function
A8J637	GO:0003746	translation elongation factor activity	molecular_function
A0A2K3D3Y7	GO:0003746	translation elongation factor activity	molecular_function
Q6V9B0	GO:0008137	NADH dehydrogenase (ubiquinone) activity	molecular_function
Q6V9B0	GO:0008137	NADH dehydrogenase (ubiquinone) activity	molecular_function
Q6V9B0	GO:0016491	oxidoreductase activity	molecular_function
Q6V9B0	GO:0008137	NADH dehydrogenase (ubiquinone) activity	molecular_function
Q6V9B0	GO:0008137	NADH dehydrogenase (ubiquinone) activity	molecular_function
Q6V9B0	GO:0016491	oxidoreductase activity	molecular_function
A8IVY4	GO:0004175	endopeptidase activity	molecular_function
A8IVY4	GO:0004298	threonine-type endopeptidase activity	molecular_function
A8IVY4	GO:0004175	endopeptidase activity	molecular_function
A8IVY4	GO:0004298	threonine-type endopeptidase activity	molecular_function
A0A2K3D735	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
A0A2K3D566	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3D566	GO:0140326	ATPase-coupled intramembrane lipid transporter activity	molecular_function
A0A2K3D566	GO:0140326	ATPase-coupled intramembrane lipid transporter activity	molecular_function
A0A2K3D2Q6	GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function
A0A2K3D2Q6	GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular_function
A0A2K3D2Q6	GO:0016740	transferase activity	molecular_function
A0A2K3D6H7	GO:0030234	enzyme regulator activity	molecular_function
A0A2K3D627	GO:0004672	protein kinase activity	molecular_function
A0A2K3D627	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D627	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D582	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D404	GO:0016881	acid-amino acid ligase activity	molecular_function
A0A2K3D356	GO:0004386	helicase activity	molecular_function
A0A2K3D356	GO:0009378	four-way junction helicase activity	molecular_function
A0A2K3D356	GO:0016787	hydrolase activity	molecular_function
A0A2K3D356	GO:0016853	isomerase activity	molecular_function
A0A2K3D356	GO:0043138	3'-5' DNA helicase activity	molecular_function
A0A2K3D3N3	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D3N3	GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function
A0A2K3D3N3	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D3N3	GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function
A0A2K3D3N2	GO:0003724	RNA helicase activity	molecular_function
A0A2K3D3N2	GO:0004386	helicase activity	molecular_function
A0A2K3D3N2	GO:0016787	hydrolase activity	molecular_function
A0A2K3D3N2	GO:0016887	ATP hydrolysis activity	molecular_function
A8JDL8	GO:0003858	3-hydroxybutyrate dehydrogenase activity	molecular_function
A8JHB7	GO:0008812	choline dehydrogenase activity	molecular_function
A8JHB7	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	molecular_function
A8JHB7	GO:0016829	lyase activity	molecular_function
A0A2K3D4A7	GO:0008168	methyltransferase activity	molecular_function
A0A2K3D1W3	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3D4H8	GO:0004408	holocytochrome-c synthase activity	molecular_function
A0A2K3D4H8	GO:0016829	lyase activity	molecular_function
A0A2K3D6Z2	GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	molecular_function
A0A2K3D6Z2	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D6Z2	GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	molecular_function
A0A2K3D4J8	GO:0003714	transcription corepressor activity	molecular_function
A0A2K3D4J8	GO:0003714	transcription corepressor activity	molecular_function
A0A2K3D5K8	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D3W8	GO:0001653	peptide receptor activity	molecular_function
A0A2K3D3W8	GO:0004383	guanylate cyclase activity	molecular_function
A0A2K3D3W8	GO:0016829	lyase activity	molecular_function
A0A2K3D3W8	GO:0016849	phosphorus-oxygen lyase activity	molecular_function
A0A2K3D1Q1	GO:0047746	chlorophyllase activity	molecular_function
A0A2K3D4U8	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3D4U8	GO:0003743	translation initiation factor activity	molecular_function
Q9XHE2	GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular_function
Q9XHE2	GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular_function
Q9XHE2	GO:0016829	lyase activity	molecular_function
A8IJF8	GO:0008324	monoatomic cation transmembrane transporter activity	molecular_function
A8IJF8	GO:0015116	sulfate transmembrane transporter activity	molecular_function
A8IJF8	GO:0015293	symporter activity	molecular_function
A0A2K3D361	GO:0008324	monoatomic cation transmembrane transporter activity	molecular_function
A0A2K3D4X2	GO:0003979	UDP-glucose 6-dehydrogenase activity	molecular_function
A0A2K3D4X2	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D3Q0	GO:0080124	pheophytinase activity	molecular_function
A0A2K3D3Q0	GO:0080124	pheophytinase activity	molecular_function
A0A2K3D512	GO:0004722	protein serine/threonine phosphatase activity	molecular_function
A0A2K3D2I6	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3D2I6	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3D2I6	GO:0051213	dioxygenase activity	molecular_function
A0A2K3D2I6	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3D2I6	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3D2I6	GO:0051213	dioxygenase activity	molecular_function
A0A2K3D3T8	GO:0016872	intramolecular lyase activity	molecular_function
A8IKH1	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D3B7	GO:0004620	phospholipase activity	molecular_function
A0A2K3D387	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function
A0A2K3D387	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
A0A2K3D5T3	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function
A0A2K3D5T3	GO:0004650	polygalacturonase activity	molecular_function
A0A2K3D5T3	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
A0A2K3D509	GO:0004300	enoyl-CoA hydratase activity	molecular_function
A0A2K3D509	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D509	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D509	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
A0A2K3D2P2	GO:0030234	enzyme regulator activity	molecular_function
A0A2K3D4D2	GO:0004672	protein kinase activity	molecular_function
A0A2K3D4D2	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D3N7	GO:0008168	methyltransferase activity	molecular_function
A0A2K3D4B0	GO:0004725	protein tyrosine phosphatase activity	molecular_function
A8J5T0	GO:0009055	electron transfer activity	molecular_function
A8J5T0	GO:0009055	electron transfer activity	molecular_function
A0A2K3D491	GO:0016740	transferase activity	molecular_function
A8JDQ7	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8JDQ7	GO:0004691	cAMP-dependent protein kinase activity	molecular_function
A8JDQ7	GO:0004692	cGMP-dependent protein kinase activity	molecular_function
A0A2K3D6K5	GO:0004854	xanthine dehydrogenase activity	molecular_function
A0A2K3D6K5	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D6K5	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D4B9	GO:0008233	peptidase activity	molecular_function
A0A2K3D4F8	GO:0004408	holocytochrome-c synthase activity	molecular_function
A0A2K3D4F8	GO:0004672	protein kinase activity	molecular_function
A0A2K3D4F8	GO:0004672	protein kinase activity	molecular_function
A0A2K3D4F8	GO:0016301	kinase activity	molecular_function
A0A2K3D4F8	GO:0016829	lyase activity	molecular_function
A0A2K3D1T7	GO:0004519	endonuclease activity	molecular_function
A0A2K3D2C1	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function
A0A2K3D2C1	GO:0004825	methionine-tRNA ligase activity	molecular_function
A0A2K3D2C1	GO:0004825	methionine-tRNA ligase activity	molecular_function
A8IY22	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3D3A5	GO:0004722	protein serine/threonine phosphatase activity	molecular_function
A0A2K3D3A5	GO:0004722	protein serine/threonine phosphatase activity	molecular_function
A0A2K3D3A5	GO:0016787	hydrolase activity	molecular_function
A0A2K3D3A5	GO:0017018	myosin phosphatase activity	molecular_function
A0A2K3D3A5	GO:0033192	calmodulin-dependent protein phosphatase activity	molecular_function
A0A2K3D3A5	GO:0140791	histone H2AXS140 phosphatase activity	molecular_function
A0A2K3D3A5	GO:0180004	RNA polymerase II CTD heptapeptide repeat Y1 phosphatase activity	molecular_function
A0A2K3D3A5	GO:0180005	RNA polymerase II CTD heptapeptide repeat T4 phosphatase activity	molecular_function
A0A2K3D3A5	GO:0180006	RNA polymerase II CTD heptapeptide repeat S2 phosphatase activity	molecular_function
A0A2K3D3A5	GO:0180007	RNA polymerase II CTD heptapeptide repeat S5 phosphatase activity	molecular_function
A0A2K3D3A5	GO:0180008	RNA polymerase II CTD heptapeptide repeat S7 phosphatase activity	molecular_function
A0A2K3D3A5	GO:1990439	MAP kinase serine/threonine phosphatase activity	molecular_function
A0A2K3D5B5	GO:0004322	ferroxidase activity	molecular_function
A0A2K3D5B5	GO:0004322	ferroxidase activity	molecular_function
A0A2K3D5B5	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D5B5	GO:0034986	iron chaperone activity	molecular_function
A0A2K3D1W4	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function
A0A2K3D1W4	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
A0A2K3D1W4	GO:0016985	mannan endo-1,4-beta-mannosidase activity	molecular_function
A0A2K3D245	GO:0061608	nuclear import signal receptor activity	molecular_function
A8JHR4	GO:0004364	glutathione transferase activity	molecular_function
A8JHR4	GO:0004602	glutathione peroxidase activity	molecular_function
A0A2K3D2T9	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A8J650	GO:0004640	phosphoribosylanthranilate isomerase activity	molecular_function
A8J650	GO:0004640	phosphoribosylanthranilate isomerase activity	molecular_function
A8J650	GO:0016853	isomerase activity	molecular_function
A0A2K3D3K2	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D3K2	GO:0080132	fatty acid 2-hydroxylase activity	molecular_function
A0A2K3D3K2	GO:0080132	fatty acid 2-hydroxylase activity	molecular_function
A0A2K3D418	GO:0003824	catalytic activity	molecular_function
A0A2K3D418	GO:0004620	phospholipase activity	molecular_function
A0A2K3D468	GO:0003774	cytoskeletal motor activity	molecular_function
A0A2K3D468	GO:0003777	microtubule motor activity	molecular_function
A0A2K3D468	GO:0003777	microtubule motor activity	molecular_function
A0A2K3D468	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3D3F6	GO:0005096	GTPase activator activity	molecular_function
A0A2K3D369	GO:0003700	DNA-binding transcription factor activity	molecular_function
A0A2K3D5V4	GO:0008569	minus-end-directed microtubule motor activity	molecular_function
A8IYM0	GO:0003872	6-phosphofructokinase activity	molecular_function
A8IYM0	GO:0003872	6-phosphofructokinase activity	molecular_function
A8IYM0	GO:0016301	kinase activity	molecular_function
A0A2K3D510	GO:0008233	peptidase activity	molecular_function
A0A2K3D510	GO:0101005	deubiquitinase activity	molecular_function
A0A2K3D698	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3D5N9	GO:0004672	protein kinase activity	molecular_function
A0A2K3D5N9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8IY43	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function
A8IY43	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function
A8IY43	GO:0140839	RNA polymerase II CTD heptapeptide repeat P3 isomerase activity	molecular_function
A8IY43	GO:0140840	RNA polymerase II CTD heptapeptide repeat P6 isomerase activity	molecular_function
A0A2K3D3G1	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D3G1	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
A0A2K3D3J7	GO:0008378	galactosyltransferase activity	molecular_function
A0A2K3D3J7	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3D3J7	GO:0016758	hexosyltransferase activity	molecular_function
A8IJX8	GO:0016251	RNA polymerase II general transcription initiation factor activity	molecular_function
A0A2K3D4W9	GO:0009055	electron transfer activity	molecular_function
A0A2K3D2K1	GO:0008233	peptidase activity	molecular_function
A0A2K3D2K1	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3D2K1	GO:0016887	ATP hydrolysis activity	molecular_function
Q5VLJ9	GO:0015250	water channel activity	molecular_function
Q5VLJ9	GO:0015267	channel activity	molecular_function
A0A2K3D1Q8	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3D1Q8	GO:0008236	serine-type peptidase activity	molecular_function
A8IL21	GO:0004176	ATP-dependent peptidase activity	molecular_function
A8IL21	GO:0004176	ATP-dependent peptidase activity	molecular_function
A8IL21	GO:0004252	serine-type endopeptidase activity	molecular_function
A8IL21	GO:0004252	serine-type endopeptidase activity	molecular_function
A8IL21	GO:0008236	serine-type peptidase activity	molecular_function
A0A2K3D711	GO:0008168	methyltransferase activity	molecular_function
A0A2K3D711	GO:0016279	protein-lysine N-methyltransferase activity	molecular_function
A0A2K3D2E0	GO:0005096	GTPase activator activity	molecular_function
A0A2K3D3X1	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D3X1	GO:0034256	chlorophyll(ide) b reductase activity	molecular_function
A0A2K3D4J5	GO:0004672	protein kinase activity	molecular_function
A0A2K3D4J5	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D4J5	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3D4J5	GO:0009931	calcium-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3D2Q9	GO:0004843	cysteine-type deubiquitinase activity	molecular_function
A8IL08	GO:0004176	ATP-dependent peptidase activity	molecular_function
A8IL08	GO:0004176	ATP-dependent peptidase activity	molecular_function
A8IL08	GO:0004222	metalloendopeptidase activity	molecular_function
A8IL08	GO:0008237	metallopeptidase activity	molecular_function
A8IL08	GO:0016887	ATP hydrolysis activity	molecular_function
A8JHU6	GO:0004659	prenyltransferase activity	molecular_function
A8JHU6	GO:0004659	prenyltransferase activity	molecular_function
A8JHU6	GO:0016740	transferase activity	molecular_function
A0A2K3D4S5	GO:0005385	zinc ion transmembrane transporter activity	molecular_function
A0A2K3D4S5	GO:0046873	metal ion transmembrane transporter activity	molecular_function
A8ILM9	GO:0004672	protein kinase activity	molecular_function
A8ILM9	GO:0004674	protein serine/threonine kinase activity	molecular_function
Q6VTH1	GO:0016887	ATP hydrolysis activity	molecular_function
Q6VTH1	GO:0042626	ATPase-coupled transmembrane transporter activity	molecular_function
Q6VTH1	GO:0140359	ABC-type transporter activity	molecular_function
A8JHC9	GO:0004108	citrate (Si)-synthase activity	molecular_function
A8JHC9	GO:0004108	citrate (Si)-synthase activity	molecular_function
A8JHC9	GO:0016740	transferase activity	molecular_function
A0A2K3D520	GO:0004672	protein kinase activity	molecular_function
A0A2K3D520	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3D520	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8IJ60	GO:0004176	ATP-dependent peptidase activity	molecular_function
A8IJ60	GO:0004176	ATP-dependent peptidase activity	molecular_function
A8IJ60	GO:0004252	serine-type endopeptidase activity	molecular_function
A8IJ60	GO:0004252	serine-type endopeptidase activity	molecular_function
A8IJ60	GO:0008236	serine-type peptidase activity	molecular_function
A8IYP2	GO:0005484	SNAP receptor activity	molecular_function
A8IYP2	GO:0005484	SNAP receptor activity	molecular_function
A8JH98	GO:0004634	phosphopyruvate hydratase activity	molecular_function
A8JH98	GO:0004634	phosphopyruvate hydratase activity	molecular_function
A8JH98	GO:0016829	lyase activity	molecular_function
A8IYR0	GO:0000823	inositol-1,4,5-trisphosphate 6-kinase activity	molecular_function
A8IYR0	GO:0000824	inositol-1,4,5,6-tetrakisphosphate 3-kinase activity	molecular_function
A8IYR0	GO:0000825	inositol-1,3,4,5-tetrakisphosphate 6-kinase activity	molecular_function
A8IYR0	GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity	molecular_function
A8IYR0	GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity	molecular_function
A8IYR0	GO:0016301	kinase activity	molecular_function
A8IYR0	GO:0047326	inositol-1,3,4,6-tetrakisphosphate 5-kinase activity	molecular_function
A8IYR0	GO:0051765	inositol tetrakisphosphate kinase activity	molecular_function
A8IYR0	GO:0102732	inositol-1,2,3,4,6-pentakisphosphate 5-kinase activity	molecular_function
A8IYR0	GO:0000823	inositol-1,4,5-trisphosphate 6-kinase activity	molecular_function
A8IYR0	GO:0000824	inositol-1,4,5,6-tetrakisphosphate 3-kinase activity	molecular_function
A8IYR0	GO:0000825	inositol-1,3,4,5-tetrakisphosphate 6-kinase activity	molecular_function
A8IYR0	GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity	molecular_function
A8IYR0	GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity	molecular_function
A8IYR0	GO:0016301	kinase activity	molecular_function
A8IYR0	GO:0047326	inositol-1,3,4,6-tetrakisphosphate 5-kinase activity	molecular_function
A8IYR0	GO:0051765	inositol tetrakisphosphate kinase activity	molecular_function
A8IYR0	GO:0102732	inositol-1,2,3,4,6-pentakisphosphate 5-kinase activity	molecular_function
A0A2K3D6T3	GO:0016746	acyltransferase activity	molecular_function
A0A2K3D6T3	GO:0061733	protein-lysine-acetyltransferase activity	molecular_function
A0A2K3D2E1	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3D2E1	GO:0017150	tRNA dihydrouridine synthase activity	molecular_function
A0A2K3D2E1	GO:0017150	tRNA dihydrouridine synthase activity	molecular_function
A0A2K3D333	GO:0008526	phosphatidylinositol transfer activity	molecular_function
A0A2K3D314	GO:0008168	methyltransferase activity	molecular_function
A0A2K3D314	GO:0016279	protein-lysine N-methyltransferase activity	molecular_function
A0A2K3D314	GO:0008168	methyltransferase activity	molecular_function
A0A2K3D314	GO:0016279	protein-lysine N-methyltransferase activity	molecular_function
A0A2K3D533	GO:0003904	deoxyribodipyrimidine photo-lyase activity	molecular_function
A0A2K3D342	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3D6U8	GO:0051499	D-aminoacyl-tRNA deacylase activity	molecular_function
A8JHW7	GO:0003743	translation initiation factor activity	molecular_function
A8JHW7	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3D3D6	GO:0004620	phospholipase activity	molecular_function
A0A2K3D6X9	GO:0003824	catalytic activity	molecular_function
A0A2K3D6X9	GO:0016787	hydrolase activity	molecular_function
A0A2K3D6X9	GO:0016787	hydrolase activity	molecular_function
A0A2K3D6X9	GO:0003824	catalytic activity	molecular_function
A0A2K3D6X9	GO:0016787	hydrolase activity	molecular_function
A0A2K3D6X9	GO:0016787	hydrolase activity	molecular_function
A8JGK5	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3D6W3	GO:0015499	formate transmembrane transporter activity	molecular_function
A0A2K3D6W3	GO:0022857	transmembrane transporter activity	molecular_function
A0A2K3D5N3	GO:0008479	tRNA-guanosine(34) queuine transglycosylase activity	molecular_function
A0A2K3D5N3	GO:0008479	tRNA-guanosine(34) queuine transglycosylase activity	molecular_function
A0A2K3D5N3	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3D464	GO:0003724	RNA helicase activity	molecular_function
A0A2K3D464	GO:0004386	helicase activity	molecular_function
A0A2K3D464	GO:0016787	hydrolase activity	molecular_function
A0A2K3D5G7	GO:0016491	oxidoreductase activity	molecular_function
B6ZCF4	GO:0015297	antiporter activity	molecular_function
B6ZCF4	GO:0015369	calcium:proton antiporter activity	molecular_function
B6ZCF4	GO:0015369	calcium:proton antiporter activity	molecular_function
